loan_amount,term,interest_rate,installment,grade,sub_grade,loan_status,loan_purpose,balance,paid_total,paid_principal,paid_interest,annual_income,debt_to_income,emp_length,homeownership,verified_income,state,delinq_2y,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,credit_utilization,dti_group,income_group,problem_loan,issue_month,risk_category,issue_date
19600,36,17.09,699.68,D,D1,Current,other,18320.32,2080.43,1279.68,800.75,44500.0,23.89,10.0,OWN,Not Verified,TX,0,4,39,30,51010,19712,38.643403254263866,20-30,Medium,0,Feb-2018,No Current Problem,2018-02-01
15000,60,15.05,357.25,C,C4,Current,credit_card,14486.24,1059.21,513.76,545.45,51000.0,27.04,8.0,MORTGAGE,Source Verified,AK,0,5,14,8,288077,66779,23.1809550918678,20-30,Medium,0,Feb-2018,No Current Problem,2018-02-01
30000,60,10.9,650.78,B,B4,Current,debt_consolidation,28854.82,1934.17,1145.18,788.99,155000.0,18.68,10.0,OWN,Source Verified,OH,0,2,31,17,578878,139277,24.05981916742388,10-20,Very High,0,Mar-2018,No Current Problem,2018-03-01
15000,60,9.93,318.19,B,B2,Current,credit_card,14013.48,1582.67,986.52,596.15,120000.0,7.46,5.0,RENT,Source Verified,MO,0,3,5,4,52700,22979,43.603415559772294,0-10,Very High,0,Jan-2018,No Current Problem,2018-01-01
18825,60,12.61,424.58,C,C1,Current,debt_consolidation,18137.54,1331.33,687.46,643.87,92000.0,29.13,9.0,RENT,Not Verified,NY,0,0,63,20,312237,241232,77.25926139438953,20-30,High,0,Mar-2018,No Current Problem,2018-03-01
5300,36,9.93,170.85,B,B2,Current,credit_card,4785.68,668.79,514.32,154.47,14000.0,14.67,Unknown,OWN,Verified,TX,0,0,5,4,10200,5153,50.51960784313726,10-20,Low,0,Feb-2018,No Current Problem,2018-02-01
7000,36,15.05,242.83,C,C4,Current,credit_card,6205.12,1208.3,794.88,413.42,35000.0,13.07,10.0,RENT,Source Verified,NM,0,1,5,4,32353,19177,59.274255864989335,10-20,Low,0,Jan-2018,No Current Problem,2018-01-01
3600,36,6.72,110.7,A,A3,Current,home_improvement,3133.23,539.44,466.77,72.67,56000.0,29.25,10.0,MORTGAGE,Source Verified,MO,0,0,22,9,183098,84235,46.00541786365772,20-30,Medium,0,Feb-2018,No Current Problem,2018-02-01
4000,36,9.44,128.02,B,B1,Current,debt_consolidation,3509.58,635.9,490.42,145.48,55000.0,18.28,10.0,MORTGAGE,Not Verified,CA,1,1,29,14,217056,37976,17.49594574671974,10-20,Medium,0,Jan-2018,No Current Problem,2018-01-01
21000,60,25.81,626.39,E,E4,Current,debt_consolidation,20646.81,1192.56,353.19,839.37,54200.0,35.27,10.0,RENT,Verified,LA,0,0,44,12,221029,36270,16.409611408457714,30-40,Medium,0,Mar-2018,No Current Problem,2018-03-01
25000,60,10.42,536.36,B,B3,Current,debt_consolidation,23375.65,2667.33,1624.35,1042.98,150000.0,17.57,4.0,MORTGAGE,Not Verified,MD,2,1,23,10,445786,117574,26.374538455671555,10-20,Very High,0,Jan-2018,No Current Problem,2018-01-01
20000,36,13.59,679.58,C,C2,Current,major_purchase,17682.7,3367.7,2317.3,1050.4,75000.0,25.09,6.0,RENT,Not Verified,NJ,0,3,23,8,293548,45170,15.387602708926648,20-30,Medium,0,Jan-2018,No Current Problem,2018-01-01
14000,36,6.72,430.49,A,A3,Current,credit_card,12219.72,2139.38,1780.28,359.1,62000.0,11.98,Unknown,MORTGAGE,Not Verified,FL,0,0,12,11,50900,16048,31.528487229862474,10-20,Medium,0,Jan-2018,No Current Problem,2018-01-01
24000,60,10.9,520.63,B,B4,Current,debt_consolidation,23083.83,1583.69,916.17,667.52,355000.0,18.41,10.0,OWN,Verified,CT,0,4,51,32,857825,254054,29.616063882493513,10-20,Very High,0,Mar-2018,No Current Problem,2018-03-01
40000,36,9.93,1289.38,B,B2,Current,debt_consolidation,36118.63,5102.35,3881.37,1220.98,110000.0,20.75,4.0,MORTGAGE,Source Verified,CA,0,0,22,21,636904,52392,8.22604348536043,20-30,Very High,0,Feb-2018,No Current Problem,2018-02-01
35000,36,7.96,1096.13,A,A5,Current,debt_consolidation,32390.88,3257.43,2609.12,648.31,100000.0,26.61,10.0,MORTGAGE,Source Verified,NY,0,6,67,13,372243,68354,18.362736169652617,20-30,High,0,Mar-2018,No Current Problem,2018-03-01
15000,36,13.59,509.69,C,C2,Current,other,13618.79,2027.44,1381.21,646.23,195000.0,3.77,10.0,RENT,Not Verified,CA,0,0,20,5,39900,29080,72.88220551378446,0-10,Very High,0,Feb-2018,No Current Problem,2018-02-01
10000,60,10.41,214.5,B,B3,Current,debt_consolidation,9613.41,660.56,386.59,273.97,18900.0,12.19,Unknown,RENT,Not Verified,CT,0,1,13,4,20300,8748,43.093596059113295,10-20,Low,0,Mar-2018,No Current Problem,2018-03-01
36000,36,9.93,1160.44,B,B2,Current,home_improvement,32506.78,4522.6,3493.22,1029.38,107000.0,4.23,8.0,RENT,Source Verified,GA,1,4,32,27,264370,34961,13.224269016908123,0-10,Very High,0,Feb-2018,No Current Problem,2018-02-01
25000,60,7.97,506.56,A,A5,Current,debt_consolidation,23274.64,2521.73,1725.36,796.37,72000.0,20.7,10.0,MORTGAGE,Source Verified,FL,0,0,13,7,60651,40365,66.55290102389078,20-30,Medium,0,Jan-2018,No Current Problem,2018-01-01
6000,36,10.91,196.18,B,B4,Current,credit_card,5278.86,973.63,721.14,252.49,55000.0,14.79,2.0,MORTGAGE,Not Verified,DE,0,2,27,19,239741,62712,26.15822908889176,10-20,Medium,0,Jan-2018,No Current Problem,2018-01-01
9000,36,9.92,290.07,B,B2,Current,credit_card,8347.63,860.29,652.37,207.92,97000.0,27.6,7.0,MORTGAGE,Not Verified,WA,0,4,19,8,336169,286689,85.28121272336236,20-30,High,0,Mar-2018,No Current Problem,2018-03-01
6000,36,15.04,208.11,C,C4,Current,debt_consolidation,5596.25,619.32,403.75,215.57,68000.0,10.52,10.0,RENT,Not Verified,OH,2,0,9,6,25783,17663,68.50638017298219,10-20,Medium,0,Mar-2018,No Current Problem,2018-03-01
5000,36,13.58,169.87,C,C2,Current,moving,4772.14,335.89,227.86,108.03,139000.0,18.26,4.0,MORTGAGE,Verified,GA,0,6,53,29,544552,115059,21.12911163672156,10-20,Very High,0,Mar-2018,No Current Problem,2018-03-01
7500,36,15.04,260.14,C,C4,Current,debt_consolidation,6822.84,1034.29,677.16,357.13,60000.0,41.94,10.0,MORTGAGE,Not Verified,NY,0,1,24,12,199348,149598,75.04364227381262,40+,Medium,0,Feb-2018,No Current Problem,2018-02-01
34725,36,7.35,1077.78,A,A4,Current,home_improvement,31232.72,4296.94,3492.28,804.66,175000.0,16.58,2.0,MORTGAGE,Verified,FL,0,2,22,19,149061,61675,41.3756784135354,10-20,Very High,0,Jan-2018,No Current Problem,2018-01-01
12000,36,9.93,386.82,B,B2,Current,small_business,10835.57,1534.04,1164.43,369.61,42000.0,16.2,7.0,RENT,Not Verified,FL,0,1,6,4,37208,29670,79.74091593205762,10-20,Medium,0,Feb-2018,No Current Problem,2018-02-01
3000,36,25.82,120.59,E,E4,Fully Paid,debt_consolidation,0.0,3287.9203975283,3000.0,287.92,23000.0,23.38,0.0,RENT,Source Verified,CA,0,1,17,10,18200,9708,53.340659340659336,20-30,Low,0,Jan-2018,No Current Problem,2018-01-01
15000,36,6.07,456.81,A,A2,Current,debt_consolidation,14236.2,908.56,763.8,144.76,46080.0,19.38,0.0,RENT,Not Verified,CA,0,0,12,5,41953,21097,50.2872261816795,10-20,Medium,0,Mar-2018,No Current Problem,2018-03-01
30000,36,14.08,1026.5,C,C3,Fully Paid,debt_consolidation,0.0,30568.8691644437,30000.0,568.87,125000.0,4.09,1.0,RENT,Source Verified,IL,2,4,35,8,48370,19958,41.26111225966508,0-10,Very High,0,Jan-2018,No Current Problem,2018-01-01
9000,36,7.97,281.91,A,A5,Current,debt_consolidation,7874.47,1401.58,1125.53,276.05,81000.0,2.81,5.0,RENT,Verified,VA,0,2,4,2,4000,1,0.025,0-10,High,0,Jan-2018,No Current Problem,2018-01-01
20000,60,10.91,433.96,B,B4,Current,credit_card,19236.72,1289.76,763.28,526.48,110000.0,19.29,5.0,MORTGAGE,Source Verified,NC,0,0,20,17,100610,65560,65.16250869694862,10-20,Very High,0,Feb-2018,No Current Problem,2018-02-01
10000,36,11.99,332.1,B,B5,Current,credit_card,8815.65,1653.84,1184.35,469.49,38000.0,23.47,10.0,MORTGAGE,Source Verified,OH,0,3,21,9,56012,44449,79.35620938370349,20-30,Low,0,Jan-2018,No Current Problem,2018-01-01
30000,36,6.72,922.48,A,A3,Current,credit_card,25242.14,5523.68,4757.86,765.82,144000.0,34.26,8.0,MORTGAGE,Verified,TX,0,5,46,23,555548,119593,21.52703276764564,30-40,Very High,0,Jan-2018,No Current Problem,2018-01-01
6500,36,10.41,211.0,B,B3,Current,debt_consolidation,6032.13,625.48,467.87,157.61,55000.0,22.13,6.0,MORTGAGE,Not Verified,IN,0,1,30,13,163304,56735,34.74195365698329,20-30,Medium,0,Mar-2018,No Current Problem,2018-03-01
6000,36,6.71,184.47,A,A3,Current,other,5697.32,364.47,302.68,61.79,29120.0,5.11,0.0,RENT,Source Verified,IL,0,0,7,5,14500,2850,19.655172413793103,0-10,Low,0,Mar-2018,No Current Problem,2018-03-01
20000,36,5.31,602.21,A,A1,Current,debt_consolidation,18452.04,1794.83,1547.96,246.87,150000.0,15.4,4.0,RENT,Source Verified,CA,0,7,23,13,170254,116927,68.67797526049314,10-20,Very High,0,Mar-2018,No Current Problem,2018-03-01
25000,36,10.9,817.29,B,B4,Current,home_improvement,23213.25,2436.73,1786.75,649.98,150000.0,20.52,7.0,MORTGAGE,Source Verified,PA,0,5,41,15,622913,106965,17.17173987378655,20-30,Very High,0,Mar-2018,No Current Problem,2018-03-01
8000,36,6.71,245.96,A,A3,Current,debt_consolidation,7392.94,731.92,607.06,124.86,80000.0,15.35,1.0,MORTGAGE,Not Verified,IL,0,1,16,6,174163,22045,12.657682745474066,10-20,High,0,Mar-2018,No Current Problem,2018-03-01
6025,36,13.59,204.73,C,C2,Current,debt_consolidation,5326.88,1014.55,698.12,316.43,145000.0,16.14,4.0,MORTGAGE,Source Verified,MA,0,1,13,11,1172176,68245,5.822077913214398,10-20,Very High,0,Jan-2018,No Current Problem,2018-01-01
20000,36,10.91,653.93,B,B4,Current,debt_consolidation,18085.7,2591.48,1914.3,677.18,65000.0,18.71,8.0,RENT,Source Verified,CA,0,6,11,11,55139,32825,59.53136618364498,10-20,Medium,0,Feb-2018,No Current Problem,2018-02-01
35000,36,13.59,1189.26,C,C2,Current,other,31774.18,4730.62,3225.82,1504.8,106000.0,8.74,6.0,RENT,Source Verified,CA,0,0,11,5,48800,25853,52.977459016393446,0-10,Very High,0,Feb-2018,No Current Problem,2018-02-01
6500,36,14.07,222.38,C,C3,Current,home_improvement,6056.34,662.06,443.66,218.4,74000.0,21.1,10.0,OWN,Not Verified,MA,0,6,22,16,94391,60716,64.32392918816413,20-30,Medium,0,Mar-2018,No Current Problem,2018-03-01
5000,36,10.42,162.33,B,B3,Current,car,4395.02,804.41,604.98,199.43,29000.0,3.44,2.0,MORTGAGE,Verified,IL,1,1,14,6,307500,2686,0.8734959349593495,0-10,Low,0,Jan-2018,No Current Problem,2018-01-01
12000,36,19.42,442.43,D,D3,Current,debt_consolidation,11243.19,1276.31,756.81,519.5,86000.0,32.17,7.0,RENT,Verified,NY,0,0,14,11,141096,104493,74.05808811022283,30-40,High,0,Mar-2018,No Current Problem,2018-03-01
18000,60,16.01,437.83,C,C5,Current,credit_card,17399.01,1297.48,600.99,696.49,59300.0,21.62,4.0,MORTGAGE,Source Verified,MI,0,0,17,13,64465,21562,33.447607228728764,20-30,Medium,0,Mar-2018,No Current Problem,2018-03-01
25000,36,9.43,800.01,B,B1,Current,debt_consolidation,23175.08,2386.93,1824.92,562.01,71000.0,20.64,3.0,OWN,Verified,IL,0,4,35,20,82393,33058,40.12234049009018,20-30,Medium,0,Mar-2018,No Current Problem,2018-03-01
20000,36,14.07,684.24,C,C3,Current,credit_card,19095.25,1352.85,904.75,448.1,56000.0,18.02,10.0,OWN,Source Verified,IL,0,0,23,10,48000,25115,52.322916666666664,10-20,Medium,0,Mar-2018,No Current Problem,2018-03-01
12000,36,5.32,361.38,A,A1,Current,home_improvement,10759.06,1438.43,1240.94,197.49,190000.0,8.24,10.0,MORTGAGE,Not Verified,TX,0,1,22,13,276981,45724,16.50799152288424,0-10,Very High,0,Feb-2018,No Current Problem,2018-02-01
2700,36,6.72,83.03,A,A3,Current,other,2356.63,413.13,343.37,69.76,55000.0,16.65,Unknown,MORTGAGE,Not Verified,SC,1,4,45,20,223726,26864,12.007544943368227,10-20,Medium,0,Jan-2018,No Current Problem,2018-01-01
14000,60,12.61,315.76,C,C1,Current,credit_card,13488.73,937.47,511.27,426.2,74000.0,26.24,10.0,MORTGAGE,Verified,AZ,0,3,45,17,313410,48309,15.413994448166937,20-30,Medium,0,Feb-2018,No Current Problem,2018-02-01
15000,60,17.09,373.52,D,D1,Current,debt_consolidation,14177.43,1910.33,822.57,1087.76,40000.0,45.12,7.0,MORTGAGE,Source Verified,AZ,1,5,27,15,256972,82142,31.96535031053967,40+,Low,0,Jan-2018,No Current Problem,2018-01-01
40000,60,12.61,902.16,C,C1,Current,debt_consolidation,38539.28,2678.46,1460.72,1217.74,108000.0,20.82,4.0,RENT,Verified,NY,0,3,18,10,108431,75596,69.71806955575434,20-30,Very High,0,Mar-2018,No Current Problem,2018-03-01
18000,36,14.08,615.9,C,C3,Current,debt_consolidation,16352.49,2449.52,1647.51,802.01,40000.0,8.76,3.0,RENT,Source Verified,OH,0,0,6,4,12900,9274,71.89147286821705,0-10,Low,0,Feb-2018,No Current Problem,2018-02-01
20000,60,17.09,498.02,D,D1,Current,debt_consolidation,18903.27,2471.11,1096.73,1374.38,75000.0,17.7,5.0,MORTGAGE,Not Verified,VA,3,2,30,15,479837,162866,33.941942784737314,10-20,Medium,0,Jan-2018,No Current Problem,2018-01-01
9500,36,6.72,292.12,A,A3,Current,debt_consolidation,8291.95,1457.05,1208.05,249.0,62400.0,20.27,10.0,MORTGAGE,Not Verified,NM,0,3,25,14,203855,16522,8.104780358588211,20-30,Medium,0,Jan-2018,No Current Problem,2018-01-01
32400,60,9.93,687.29,B,B2,Current,debt_consolidation,30269.12,3391.77,2130.88,1260.89,148000.0,14.79,10.0,MORTGAGE,Source Verified,VA,0,0,44,16,552216,170200,30.82127283526736,10-20,Very High,0,Jan-2018,No Current Problem,2018-01-01
12000,36,10.42,389.58,B,B3,Current,debt_consolidation,10548.1,1940.95,1451.9,489.05,51072.0,31.3,5.0,MORTGAGE,Not Verified,NC,0,4,11,9,86214,47862,55.51534553552787,30-40,Medium,0,Jan-2018,No Current Problem,2018-01-01
36000,60,9.44,755.02,B,B1,Current,credit_card,34090.33,2982.32,1909.67,1072.65,60000.0,16.5,4.0,MORTGAGE,Source Verified,IL,0,0,17,11,314133,47811,15.219986438865066,10-20,Medium,0,Feb-2018,No Current Problem,2018-02-01
35925,36,5.32,1081.88,A,A1,Current,debt_consolidation,32209.93,4364.68,3715.07,649.61,95000.0,24.47,2.0,MORTGAGE,Source Verified,NC,0,3,35,15,336147,110766,32.95165507947416,20-30,High,0,Feb-2018,No Current Problem,2018-02-01
12000,36,13.58,407.69,C,C2,Current,debt_consolidation,11175.06,1204.96,824.94,380.02,79500.0,11.03,10.0,MORTGAGE,Source Verified,SC,1,3,10,7,189118,32978,17.43779016275553,10-20,High,0,Mar-2018,No Current Problem,2018-03-01
40000,36,6.08,1218.33,A,A2,Current,credit_card,35906.37,4859.81,4093.63,766.18,66900.0,20.66,0.0,MORTGAGE,Verified,PA,0,1,21,14,235200,54514,23.177721088435373,20-30,Medium,0,Feb-2018,No Current Problem,2018-02-01
10000,60,10.91,216.98,B,B4,Current,credit_card,9488.83,861.86,511.17,350.69,25000.0,22.22,Unknown,RENT,Not Verified,IL,0,0,20,13,66200,13736,20.749244712990937,20-30,Low,0,Feb-2018,No Current Problem,2018-02-01
28000,36,12.61,938.18,C,C1,Current,debt_consolidation,26047.79,2647.81,1952.21,695.6,165000.0,20.6,9.0,MORTGAGE,Verified,LA,0,2,34,16,268859,72522,26.973990084021736,20-30,Very High,0,Mar-2018,No Current Problem,2018-03-01
30000,36,20.39,1120.88,D,D4,Current,major_purchase,28767.36,2173.79,1232.64,941.15,150000.0,32.52,9.0,RENT,Verified,NJ,0,0,24,12,213171,142130,66.67417237804392,30-40,Very High,0,Mar-2018,No Current Problem,2018-03-01
14000,60,12.62,315.83,C,C1,Current,credit_card,13139.1,1569.33,860.9,708.43,42000.0,19.09,4.0,RENT,Not Verified,MN,0,0,15,8,40838,21581,52.84538909838875,10-20,Medium,0,Jan-2018,No Current Problem,2018-01-01
12000,36,19.03,440.06,D,D3,In Grace Period,other,11238.77,1307.49,761.23,546.26,140000.0,21.48,2.0,MORTGAGE,Source Verified,TX,2,0,20,7,262290,110232,42.026764268557706,20-30,Very High,0,Feb-2018,No Current Problem,2018-02-01
20000,36,7.35,620.75,A,A4,Current,debt_consolidation,16467.08,3974.83,3532.92,441.91,50000.0,1.8,3.0,RENT,Source Verified,IL,0,4,3,3,12050,1575,13.070539419087138,0-10,Medium,0,Feb-2018,No Current Problem,2018-02-01
40000,60,12.62,902.37,C,C1,Current,small_business,37540.29,4441.74,2459.71,1982.03,65000.0,8.01,9.0,RENT,Source Verified,CA,0,1,12,6,55101,19005,34.491207056133284,0-10,Medium,0,Jan-2018,No Current Problem,2018-01-01
25000,36,6.71,768.62,A,A3,Current,debt_consolidation,22463.51,3055.84,2536.49,519.35,65000.0,34.51,2.0,MORTGAGE,Source Verified,OK,0,0,33,24,306466,88174,28.771217688095906,30-40,Medium,0,Feb-2018,No Current Problem,2018-02-01
40000,36,10.42,1298.59,B,B3,Current,debt_consolidation,35160.4,6446.64,4839.6,1607.04,180000.0,8.83,9.0,MORTGAGE,Verified,AZ,1,1,21,10,430548,65739,15.268680843947713,0-10,Very High,0,Jan-2018,No Current Problem,2018-01-01
11000,36,6.07,335.0,A,A2,Current,credit_card,10157.68,1001.29,842.32,158.97,57000.0,16.97,10.0,RENT,Not Verified,FL,0,0,22,16,76065,46193,60.72832445934399,10-20,Medium,0,Mar-2018,No Current Problem,2018-03-01
16000,60,19.42,418.76,D,D3,Current,major_purchase,15512.72,1239.02,487.28,751.74,139000.0,28.04,6.0,MORTGAGE,Source Verified,MS,0,4,60,22,251592,143665,57.10237209450221,20-30,Very High,0,Mar-2018,No Current Problem,2018-03-01
5000,36,7.34,155.17,A,A4,Current,other,4750.06,306.26,249.94,56.32,59019.0,16.27,Unknown,OWN,Not Verified,MT,0,4,21,6,200510,50117,24.994763353448707,10-20,Medium,0,Mar-2018,No Current Problem,2018-03-01
5000,36,17.09,178.49,D,D1,Late (16-30 days),debt_consolidation,4673.55,530.72,326.45,204.27,49000.0,21.48,2.0,MORTGAGE,Not Verified,IL,0,1,11,5,314309,12285,3.9085740465592775,20-30,Medium,0,Feb-2018,Medium Risk,2018-02-01
1500,36,16.01,52.75,C,C5,Current,other,1400.47,155.58,99.53,56.05,44000.0,43.45,1.0,MORTGAGE,Source Verified,VA,0,3,35,15,65037,46213,71.05647554468995,40+,Medium,0,Mar-2018,No Current Problem,2018-03-01
9000,36,6.08,274.13,A,A2,Current,other,7845.71,1367.61,1154.29,213.32,72000.0,13.68,10.0,MORTGAGE,Source Verified,MN,0,2,26,13,240627,58354,24.25081142182714,10-20,Medium,0,Jan-2018,No Current Problem,2018-01-01
5000,36,7.34,155.17,A,A4,Current,credit_card,4623.95,463.47,376.05,87.42,48000.0,3.18,Unknown,OWN,Not Verified,FL,0,0,13,6,17757,5575,31.396069155825874,0-10,Medium,0,Mar-2018,No Current Problem,2018-03-01
1800,36,9.43,57.61,B,B1,Current,debt_consolidation,1668.58,171.89,131.42,40.47,38427.0,23.88,2.0,RENT,Verified,AZ,0,1,14,6,48251,27933,57.891028165219375,20-30,Low,0,Mar-2018,No Current Problem,2018-03-01
27900,36,9.93,899.34,B,B2,Current,major_purchase,25195.01,3581.97,2704.99,876.98,135000.0,8.81,2.0,OWN,Source Verified,NY,0,8,16,8,1016080,95241,9.373376112117155,0-10,Very High,0,Feb-2018,No Current Problem,2018-02-01
24000,60,18.45,615.34,D,D2,Current,debt_consolidation,22991.68,2436.76,1008.32,1428.44,140000.0,19.91,5.0,MORTGAGE,Verified,CA,2,7,31,22,134194,51583,38.4391254452509,10-20,Very High,0,Feb-2018,No Current Problem,2018-02-01
5000,36,10.42,162.33,B,B3,Current,debt_consolidation,4395.01,821.79,604.99,216.8,25000.0,27.84,Unknown,RENT,Not Verified,WI,0,10,36,19,68408,25599,37.42106186410946,20-30,Low,0,Jan-2018,No Current Problem,2018-01-01
28000,60,15.05,666.86,C,C4,Current,debt_consolidation,26713.26,2667.45,1286.74,1380.71,107000.0,25.07,10.0,OWN,Verified,PA,0,1,37,20,449015,95800,21.3355901250515,20-30,Very High,0,Feb-2018,No Current Problem,2018-02-01
12000,36,6.08,365.5,A,A2,Current,credit_card,10460.98,1819.39,1539.02,280.37,85000.0,6.72,10.0,MORTGAGE,Not Verified,AZ,1,0,24,17,211700,14983,7.077468115257441,0-10,High,0,Jan-2018,No Current Problem,2018-01-01
5000,36,10.42,162.33,B,B3,Current,other,4518.12,646.43,481.88,164.55,35000.0,4.87,2.0,RENT,Not Verified,NY,0,1,17,9,14700,7043,47.91156462585034,0-10,Low,0,Jan-2018,No Current Problem,2018-01-01
12200,36,21.85,464.98,D,D5,Current,credit_card,11709.9,915.15,490.1,425.05,61766.0,11.83,2.0,MORTGAGE,Not Verified,NY,0,1,51,14,526761,180096,34.189319254842324,10-20,Medium,0,Mar-2018,No Current Problem,2018-03-01
23800,60,15.05,566.83,C,C4,Current,debt_consolidation,22706.28,2247.42,1093.72,1153.7,70209.0,33.06,Unknown,OWN,Not Verified,CA,0,1,12,7,114177,68178,59.7125515646759,30-40,Medium,0,Feb-2018,No Current Problem,2018-02-01
40000,60,13.59,922.25,C,C2,Current,debt_consolidation,38090.87,3613.5,1909.13,1704.37,94000.0,20.55,2.0,MORTGAGE,Verified,IL,0,3,30,14,93715,49806,53.146241263405,20-30,High,0,Feb-2018,No Current Problem,2018-02-01
25000,36,5.31,752.76,A,A1,Current,home_improvement,23065.06,2250.9,1934.94,315.96,195000.0,10.29,10.0,MORTGAGE,Source Verified,TX,0,1,25,15,780075,45237,5.799057782905489,10-20,Very High,0,Mar-2018,No Current Problem,2018-03-01
6000,36,10.41,194.77,B,B3,Current,debt_consolidation,5568.11,580.84,431.89,148.95,31000.0,6.31,10.0,OWN,Not Verified,NC,0,0,15,5,10600,3164,29.849056603773583,0-10,Low,0,Mar-2018,No Current Problem,2018-03-01
12000,36,9.44,384.06,B,B1,Current,other,10528.73,1907.71,1471.27,436.44,37000.0,16.57,3.0,RENT,Not Verified,NE,0,3,14,10,47700,10030,21.0272536687631,10-20,Low,0,Jan-2018,No Current Problem,2018-01-01
35000,60,26.77,1063.94,E,E5,Current,other,34427.39,2075.83,572.61,1503.22,53000.0,28.01,10.0,MORTGAGE,Source Verified,OH,1,5,11,9,280562,46315,16.50793763945224,20-30,Medium,0,Mar-2018,No Current Problem,2018-03-01
6000,36,10.91,196.18,B,B4,Current,debt_consolidation,5278.86,977.26,721.14,256.12,99000.0,9.84,2.0,MORTGAGE,Source Verified,IN,0,4,21,7,122869,69197,56.31770422156931,0-10,High,0,Jan-2018,No Current Problem,2018-01-01
20000,60,23.87,573.86,E,E2,Current,debt_consolidation,19461.35,1668.54,538.65,1129.89,76000.0,24.21,10.0,MORTGAGE,Verified,CA,0,5,26,21,394408,51547,13.069461065698466,20-30,High,0,Mar-2018,No Current Problem,2018-03-01
4200,36,11.99,139.49,B,B5,Current,vacation,3702.53,691.85,497.47,194.38,109000.0,5.41,5.0,MORTGAGE,Source Verified,GA,3,1,14,5,300553,7244,2.4102238207570714,0-10,Very High,0,Jan-2018,No Current Problem,2018-01-01
15000,36,6.07,456.81,A,A2,Current,other,13851.4,1365.37,1148.6,216.77,129000.0,11.14,10.0,MORTGAGE,Not Verified,CA,0,1,27,13,834299,122571,14.691495495020371,10-20,Very High,0,Mar-2018,No Current Problem,2018-03-01
20000,60,14.08,466.2,C,C3,Current,home_improvement,18814.85,2299.71,1185.15,1114.56,63500.0,0.95,1.0,MORTGAGE,Source Verified,CA,0,0,3,3,27900,3742,13.412186379928315,0-10,Medium,0,Jan-2018,No Current Problem,2018-01-01
15000,60,9.43,314.52,B,B1,Current,small_business,14405.42,935.7,594.58,341.12,80000.0,28.46,10.0,MORTGAGE,Not Verified,TX,0,1,32,10,337526,44979,13.32608450904523,20-30,High,0,Mar-2018,No Current Problem,2018-03-01
4500,36,18.45,163.71,D,D2,Fully Paid,medical,0.0,4674.0827287877,4500.0,174.08,0.0,17.57,Unknown,MORTGAGE,Not Verified,KS,1,1,27,11,197250,53603,27.175158428390368,10-20,,0,Mar-2018,No Current Problem,2018-03-01
10000,36,10.91,326.97,B,B4,Current,home_improvement,8798.07,1628.8,1201.93,426.87,67200.0,18.77,Unknown,RENT,Not Verified,FL,0,1,18,11,60847,41738,68.59500057521323,10-20,Medium,0,Jan-2018,No Current Problem,2018-01-01
5000,36,16.02,175.84,C,C5,Current,home_improvement,4439.79,870.3,560.21,310.09,50000.0,18.43,1.0,MORTGAGE,Source Verified,NC,0,12,20,10,191018,35408,18.536473002544263,10-20,Medium,0,Jan-2018,No Current Problem,2018-01-01
25000,60,9.43,524.2,B,B1,Current,home_improvement,24341.94,1035.3,658.06,377.24,254000.0,7.27,4.0,MORTGAGE,Not Verified,OH,0,0,36,17,422619,60490,14.313128373310239,0-10,Very High,0,Mar-2018,No Current Problem,2018-03-01
35000,60,10.9,759.25,B,B4,Current,credit_card,34113.32,1497.31,886.68,610.63,135400.0,17.89,10.0,MORTGAGE,Verified,NY,0,0,30,16,533299,150720,28.261819354620954,10-20,Very High,0,Mar-2018,No Current Problem,2018-03-01
5500,36,17.09,196.34,D,D1,Fully Paid,debt_consolidation,0.0,5787.8155575417,5500.0,287.82,29000.0,16.89,10.0,MORTGAGE,Verified,MS,1,2,20,13,124936,8720,6.979573541653326,10-20,Low,0,Feb-2018,No Current Problem,2018-02-01
12000,60,19.03,311.49,D,D3,Late (16-30 days),debt_consolidation,11630.63,921.78,369.37,552.41,45000.0,6.71,2.0,RENT,Source Verified,NY,0,0,5,4,9300,7743,83.25806451612904,0-10,Medium,0,Feb-2018,Medium Risk,2018-02-01
15000,36,10.91,490.45,B,B4,Current,other,13564.27,1952.71,1435.73,516.98,60000.0,16.46,1.0,RENT,Verified,CO,0,1,18,5,186841,32120,17.191087609250648,10-20,Medium,0,Feb-2018,No Current Problem,2018-02-01
3600,36,6.72,110.7,A,A3,Current,moving,3142.2,550.81,457.8,93.01,72000.0,22.68,4.0,MORTGAGE,Source Verified,OR,0,0,35,14,236171,58714,24.860800013549504,20-30,Medium,0,Jan-2018,No Current Problem,2018-01-01
10000,36,5.32,301.15,A,A1,Current,debt_consolidation,8965.88,1198.69,1034.12,164.57,80000.0,23.09,1.0,RENT,Not Verified,GA,0,2,19,11,120931,90621,74.9361205976962,20-30,High,0,Feb-2018,No Current Problem,2018-02-01
6000,36,6.72,184.5,A,A3,Current,debt_consolidation,1923.34,4183.52,4076.66,106.86,63000.0,11.06,3.0,OWN,Not Verified,DE,0,3,11,10,85352,37154,43.530321492173584,10-20,Medium,0,Feb-2018,No Current Problem,2018-02-01
